id,Will_Buy_EV
668665,0.5288739963220284
668666,0.46963569237640934
668667,0.3013599422132735
668668,0.28694864448949825
668669,0.5512942342386355
668670,0.3094905974435655
668671,0.8204064612260139
668672,0.05964692868434001
668673,0.901058062399894
668674,0.41087168624878306
668675,0.762690886377198
668676,0.8572334604687843
668677,0.6011368910322398
668678,0.8030220434028565
668679,0.35792393508066067
668680,0.6766151843696676
668681,0.21890812399021534
668682,0.021155839216110493
668683,0.6664089178597975
668684,0.6772639939142482
668685,0.07515547630430156
668686,0.19249439056987622
668687,0.28260445055501077
668688,0.8988388915835865
668689,0.009145935911170355
668690,0.46605396219436024
668691,0.18958956070223437
668692,0.24988062295207822
668693,0.7187992504475331
668694,0.886333160019681
668695,0.4417487114886014
668696,0.7341822794351138
668697,0.6685520865684247
668698,0.09231073625733238
668699,0.6830000244267563
668700,0.3110720554417579
668701,0.861139333707877
668702,0.9858308761179604
668703,0.8312304804045071
668704,0.12235903144421452
668705,0.3859965593168883
668706,0.19412909889695748
668707,0.107722170073036
668708,0.17101036043423795
668709,0.6826068932306479
668710,0.5581710291690367
668711,0.8192045252310947
668712,0.00028970133056031486
668713,0.8857128599893221
668714,0.06646070258330397
668715,0.9688485227046701
668716,0.7636051449727991
668717,0.6855555167829264
668718,0.6424876906595574
668719,0.0064208171796867105
668720,0.9830761312205353
668721,0.9914643491490766
668722,0.9591016187960401
668723,0.18595950043793685
668724,0.8132265651444145
668725,0.8832753139710577
668726,0.961283870314861
668727,0.7032156777901464
668728,0.7117098729459717
668729,0.03271143974791588
668730,0.007015818069518549
668731,0.9451127992713848
668732,0.4601241577130973
668733,0.47021778198073083
668734,0.3205644325490018
668735,0.10443342138597415
668736,0.32558974913721206
668737,0.3120582333871885
668738,0.9426231544713177
668739,0.9880131625321473
668740,0.1126315293592164
668741,0.48057849538159825
668742,0.35790669676973597
668743,0.4262387331586239
668744,0.13184659299091672
668745,0.5990026904327375
668746,0.12014495535137888
668747,0.7061258466488235
668748,0.6685565182799377
668749,0.6489933384745841
668750,0.6348942146972303
668751,0.4936042376932767
668752,0.10307431666149053
668753,0.47963579706250803
668754,0.4950216525747546
668755,0.5943515917521311
668756,0.6485920068674081
668757,0.021230271032309622
668758,0.7154722913344337
668759,0.5896301440131765
668760,0.5523349885368722
668761,0.09091537524732092
668762,0.5092412351563836
668763,0.6808125037076327
668764,0.9535648408247869
668765,0.1808660680948177
668766,0.6468883104012618
668767,0.42345195431498656
668768,0.2761448995187929
668769,0.6602835946414676
668770,0.636569680812085
668771,0.4808232514804359
668772,0.9313772852102968
668773,0.27868399105282815
668774,0.00898081103810225
668775,0.6782071109777332
668776,0.8508964619588165
668777,0.4298110066964208
668778,0.049034549902118495
668779,0.7135920592104574
668780,0.7999053637667455
668781,0.5945445980228286
668782,0.5695156174211626
668783,0.15140090937324432
668784,0.675493751984674
668785,0.742742147670211
668786,0.9399207526232591
668787,0.42139909481419957
668788,0.3978964026366939
668789,0.4161836682706903
668790,0.8499422481688657
668791,0.9803266904187794
668792,0.6702633204336795
668793,0.5621626752183577
668794,0.0988711697973626
668795,0.6297612459041564
668796,0.7983022706414815
668797,0.4324561801438387
668798,0.5534596661909266
668799,0.3556851879638903
668800,0.19468131806777378
668801,0.04058247345335013
668802,0.518318741254349
668803,0.9740271695321578
668804,0.6045150067522533
668805,0.3477864822330243
668806,0.5873068803193624
668807,0.7845443537552648
668808,0.8611733217945989
668809,0.9368263362308119
668810,0.0360037128669684
668811,0.13106113319212342
668812,0.3621638965561763
668813,0.21305543826835238
668814,0.8607011874893133
668815,0.15562377211930029
668816,0.9048974250709249
668817,0.49687428246403165
668818,0.5786884227643412
668819,0.3663136535099504
668820,0.053106699561365246
668821,0.9461925665890826
668822,0.7689326903280513
668823,0.007986537367702943
668824,0.8313908246123998
668825,0.45239190287921666
668826,0.8420266879761037
668827,0.7658651782629785
668828,0.6539113169162267
668829,0.05815033621685377
668830,0.7611324593207268
668831,0.48024999040377425
668832,0.8537476925439071
668833,0.8399193219132431
668834,0.9073812772401953
668835,0.14579577137951852
668836,0.33322171468850653
668837,0.41244581622006415
668838,0.17488280391246847
668839,0.9108460730499597
668840,0.8157098938831913
668841,0.9660479252959999
668842,0.7011687505016209
668843,0.6871807684657554
668844,0.24344703406834609
668845,0.07831155280890251
668846,0.8775655596693315
668847,0.7391389219425553
668848,0.26986355911798476
668849,0.7639495622376304
668850,0.08330424222967432
668851,0.48962522376653606
668852,0.29218078591343855
668853,0.7265451842649815
668854,0.814779897477414
668855,0.8802510721601279
668856,0.09303006933709272
668857,0.4521868228117988
668858,0.7539162720582333
668859,0.10030369437242428
668860,0.7119525353228344
668861,0.8960774816712088
668862,0.8157176406544975
668863,0.6710218410097323
668864,0.8651047384417823
668865,0.4542236304441133
668866,0.4860114945336409
668867,0.37819803818250974
668868,0.8368849255507361
668869,0.33417798730506576
668870,0.7780950968520891
668871,0.9378284264632499
668872,0.5899826918983428
668873,0.8635412515572058
668874,0.8132242271548762
668875,0.163120518126398
668876,0.017685390357014493
668877,0.9626769631260665
668878,0.2930049795687631
668879,0.9987821866134395
668880,0.7014766323179945
668881,0.6161102833154786
668882,0.6050841501756982
668883,0.3947074198017246
668884,0.07415984171461872
668885,0.513084087364039
668886,0.6244301412215473
668887,0.4627452533578066
668888,0.22779377536456935
668889,0.7022269524829798
668890,0.7198691772719501
668891,0.9268432255880741
668892,0.7882932676369905
668893,0.5892986380338555
668894,0.820302368348507
668895,0.1905019698434245
668896,0.4630378858991314
668897,0.9582357251780536
668898,0.3980423001629614
668899,0.727025728353532
668900,0.926655383831581
668901,0.41372469649755206
668902,0.48378761284289057
668903,0.46828245007345476
668904,0.32421570919597587
668905,0.19622990463096407
668906,0.6350875001308576
668907,0.2116920763091869
668908,0.9665800796312258
668909,0.5257604572688793
668910,0.9832232500846213
668911,0.8235175576035259
668912,0.23273733210966915
668913,0.04493560060159612
668914,0.23279825941913174
668915,0.04288302026373918
668916,0.3381398327116142
668917,0.17055043950713786
668918,0.20132577964972032
668919,0.1535957232239131
668920,0.34673086250876745
668921,0.334700336042377
668922,0.2160950340404298
668923,0.3406231963457573
668924,0.2955760701536443
668925,0.7358421473212573
668926,0.21424865042171048
668927,0.08907684308600661
668928,0.5041073241884211
668929,0.8274351905810428
668930,0.23181825795352634
668931,0.8630946257646448
668932,0.9354863192716639
668933,0.5102727072871993
668934,0.7435266652941157
668935,0.5342887800928915
668936,0.7733093718485122
668937,0.9902176075038996
668938,0.9484435270840386
668939,0.5179932023826557
668940,0.5121856363693464
668941,0.9095909216215179
668942,0.11872872691235331
668943,0.08586392202979366
668944,0.4902155486772911
668945,0.4412025292161454
668946,0.23588730192517737
668947,0.31966500448405455
668948,0.04211106497168241
668949,0.6793517138859131
668950,0.07563451989210353
668951,0.771374702953195
668952,0.9925940866312364
668953,0.7597542668309076
668954,0.3358569080611785
668955,0.13644405749360544
668956,0.2208994629603135
